audio_file,speaker_id,label,age
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6026.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6032.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6007.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6018.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6014.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6016.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6002.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_0004.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6013.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6029.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6024.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6005.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_0002.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6011.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6003.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6008.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6009.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6019.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6020.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6025.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6021.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_0003.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0037/Hin_0037_Eng_m_6023.wav,Hin_0037,Male,26
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5615.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_0001.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5607.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5616.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5626.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5629.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5633.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5613.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5606.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5634.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_0000.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_0004.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5605.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5610.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5628.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5623.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5631.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_0003.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5609.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5622.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5621.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5625.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5627.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5619.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5618.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5620.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_0002.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5608.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_0005.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5611.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5632.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5614.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5617.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5612.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5624.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0025/Hin_0025_Eng_m_5630.wav,Hin_0025,Male,31
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_0001.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7673.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7676.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7677.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7687.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7667.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7664.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7685.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_0004.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_0000.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_0003.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_0005.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7659.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7688.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7663.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7666.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7661.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7669.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_0002.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7674.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7668.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7683.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7678.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7665.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7682.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7672.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7662.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7686.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7660.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7680.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7681.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7675.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7684.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7679.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7671.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0088/Hin_0088_Eng_m_7670.wav,Hin_0088,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_0000.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5136.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5110.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5133.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5124.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5109.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5135.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5128.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5120.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5113.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_0002.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5132.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_0001.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5131.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5118.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5117.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5139.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5129.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5108.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5112.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5138.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_0005.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5127.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5115.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5125.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5114.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5126.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5123.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5130.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5137.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5119.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5116.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5111.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5122.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_0003.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_0004.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0010/Hin_0010_Eng_m_5121.wav,Hin_0010,Male,22
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6641.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_0003.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_0005.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6661.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6654.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6644.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6642.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6658.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6649.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6663.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6645.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6640.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6637.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6634.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6657.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_0001.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6653.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_0002.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6665.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6639.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6660.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6652.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6650.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6636.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_0004.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6659.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6662.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6656.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6655.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6647.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6646.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6648.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6643.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6635.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6651.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_0000.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6638.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0057/Hin_0057_Eng_m_6664.wav,Hin_0057,Male,32
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5248.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_0000.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5265.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_0001.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5256.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5261.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5251.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_0002.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5258.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5242.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5253.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5249.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5259.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_0005.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5244.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5271.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5255.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5264.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5262.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5260.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_0004.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5245.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5268.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5273.wav,Hin_0014,Male,25
../audioData/NISP-Dataset/Hindi_master/English_Hindi/RECS/0014/Hin_0014_Eng_m_5266.wav,Hin_0014,Male,25
