audio_file,gender,age
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4033_VE5.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4033_VV1.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4033_VV2.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4033_VV3.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4033_VV4.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4033_VV5.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VE1.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VE2.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VE3.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VE4.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VE5.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VV1.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VV2.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VV3.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VV4.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4040_VV5.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VE1.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VE2.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VE3.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VE4.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VE5.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VV1.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VV2.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VV3.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VV4.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4043_VV5.wav,Male,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VE1.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VE2.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VE3.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VE4.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VE5.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VV1.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VV2.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VV3.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VV4.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4059_VV5.wav,Female,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VE1.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VE2.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VE3.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VE4.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VE5.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VV1.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VV2.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VV3.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VV4.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4061_VV5.wav,Male,24
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4063_VE1.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4063_VE2.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4063_VE3.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4063_VE4.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4063_VE5.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4063_VV2.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4063_VV3.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4063_VV4.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4063_VV5.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VE1.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VE2.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VE3.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VE4.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VE5.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VV1.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VV2.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VV3.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VV4.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4065_VV5.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VE1.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VE2.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VE3.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VE4.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VE5.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VV1.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VV2.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VV3.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VV4.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4078_VV5.wav,Male,26
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VE1.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VE2.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VE3.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VE4.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VE5.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VV1.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VV2.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VV3.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VV4.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4085_VV5.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VE1.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VE2.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VE3.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VE4.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VE5.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VV1.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VV2.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VV3.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VV4.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4096_VV5.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VE1.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VE2.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VE3.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VE4.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VE5.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VV1.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VV2.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VV3.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VV4.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4105_VV5.wav,Female,17
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VE1.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VE2.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VE3.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VE4.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VE5.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VV1.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VV2.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VV3.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VV4.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4114_VV5.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VE1.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VE2.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VE3.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VE4.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VE5.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VV1.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VV2.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VV3.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VV4.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4120_VV5.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VE1.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VE2.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VE3.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VE4.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VE5.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VV1.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VV2.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VV3.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VV4.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4124_VV5.wav,Female,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VE1.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VE2.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VE3.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VE4.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VE5.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VV1.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VV2.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VV3.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VV4.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4125_VV5.wav,Male,18
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VE1.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VE2.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VE3.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VE4.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VE5.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VV!.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VV2.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VV3.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VV4.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4149_VV5.wav,Male,21
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VE1.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VE2.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VE3.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VE4.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VE5.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VV1.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VV2.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VV3.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VV4.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4164_VV5.wav,Male,35
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VE1.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VE2.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VE3.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VE4.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VE5.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VV1.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VV2.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VV3.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VV4.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4169_VV5.wav,Male,22
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VE1.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VE2.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VE3.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VE4.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VE5.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VV1.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VV2.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VV3.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VV4.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4182_VV5.wav,Male,28
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VE1.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VE2.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VE3.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VE4.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VE5.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VV1.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VV2.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VV3.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VV4.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4183_VV5.wav,Male,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VE1.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VE2.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VE3.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VE4.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VE5.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VV1.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VV2.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VV3.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VV4.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4185_VV5.wav,Female,20
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VE1.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VE2.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VE3.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VE4.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VE5.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VV1.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VV2.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VV3.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VV4.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4195_VV5.wav,Male,19
../audioData/BVCVoice/S_02_voice/S_02/multiple_sentences/S_02_4200_VE1.wav,Female,19
